Entity;Week;Day;Flights;Day 2019;Flights 2019 (Reference);% vs 2019 (Daily)
Armenia;15;2020-04-09;4;2019-04-11;55;-92,73%
Armenia;15;2020-04-10;4;2019-04-12;54;-92,59%
Armenia;15;2020-04-11;1;2019-04-13;59;-98,31%
Armenia;15;2020-04-12;6;2019-04-14;54;-88,89%
Armenia;16;2020-04-13;8;2019-04-15;46;-82,61%
Armenia;16;2020-04-14;3;2019-04-16;54;-94,44%
Armenia;16;2020-04-15;9;2019-04-17;52;-82,69%
Armenia;16;2020-04-16;6;2019-04-18;54;-88,89%
Armenia;16;2020-04-17;11;2019-04-19;57;-80,70%
Armenia;16;2020-04-18;2;2019-04-20;55;-96,36%
Armenia;16;2020-04-19;7;2019-04-21;54;-87,04%
Armenia;17;2020-04-20;9;2019-04-22;55;-83,64%
Armenia;17;2020-04-21;7;2019-04-23;62;-88,71%
Armenia;17;2020-04-22;9;2019-04-24;56;-83,93%
Armenia;17;2020-04-23;14;2019-04-25;60;-76,67%
Armenia;17;2020-04-24;12;2019-04-26;62;-80,65%
Armenia;17;2020-04-25;5;2019-04-27;59;-91,53%
Armenia;17;2020-04-26;6;2019-04-28;64;-90,63%
Armenia;18;2020-04-27;16;2019-04-29;68;-76,47%
Armenia;18;2020-04-28;10;2019-04-30;77;-87,01%
Armenia;18;2020-04-29;7;2019-05-01;59;-88,14%
Armenia;18;2020-04-30;13;2019-05-02;61;-78,69%
Armenia;18;2020-05-01;8;2019-05-03;56;-85,71%
Armenia;18;2020-05-02;5;2019-05-04;57;-91,23%
Armenia;18;2020-05-03;5;2019-05-05;52;-90,38%
Armenia;19;2020-05-04;6;2019-05-06;63;-90,48%
Armenia;19;2020-05-05;9;2019-05-07;57;-84,21%
Armenia;19;2020-05-06;7;2019-05-08;56;-87,50%
Armenia;19;2020-05-07;3;2019-05-09;60;-95,00%
Armenia;19;2020-05-08;4;2019-05-10;57;-92,98%
Armenia;19;2020-05-09;6;2019-05-11;56;-89,29%
Armenia;19;2020-05-10;9;2019-05-12;58;-84,48%
Armenia;20;2020-05-11;1;2019-05-13;60;-98,33%
Armenia;20;2020-05-12;6;2019-05-14;59;-89,83%
Armenia;20;2020-05-13;6;2019-05-15;60;-90,00%
Armenia;20;2020-05-14;8;2019-05-16;63;-87,30%
Armenia;20;2020-05-15;13;2019-05-17;59;-77,97%
Armenia;20;2020-05-16;1;2019-05-18;60;-98,33%
Armenia;20;2020-05-17;7;2019-05-19;58;-87,93%
Armenia;21;2020-05-18;5;2019-05-20;59;-91,53%
Armenia;21;2020-05-19;7;2019-05-21;68;-89,71%
Armenia;21;2020-05-20;8;2019-05-22;51;-84,31%
Armenia;21;2020-05-21;5;2019-05-23;60;-91,67%
Armenia;21;2020-05-22;8;2019-05-24;68;-88,24%
Armenia;21;2020-05-23;10;2019-05-25;63;-84,13%
Armenia;21;2020-05-24;7;2019-05-26;63;-88,89%
Armenia;22;2020-05-25;7;2019-05-27;66;-89,39%
Armenia;22;2020-05-26;7;2019-05-28;70;-90,00%
Armenia;22;2020-05-27;10;2019-05-29;65;-84,62%
Armenia;22;2020-05-28;7;2019-05-30;67;-89,55%
Armenia;22;2020-05-29;9;2019-05-31;72;-87,50%
Armenia;22;2020-05-30;7;2019-06-01;76;-90,79%
Armenia;22;2020-05-31;11;2019-06-02;77;-85,71%
Armenia;23;2020-06-01;4;2019-06-03;74;-94,59%
Armenia;23;2020-06-02;13;2019-06-04;91;-85,71%
Armenia;23;2020-06-03;4;2019-06-05;62;-93,55%
Armenia;23;2020-06-04;19;2019-06-06;70;-72,86%
Armenia;23;2020-06-05;11;2019-06-07;76;-85,53%
Armenia;23;2020-06-06;4;2019-06-08;78;-94,87%
Armenia;23;2020-06-07;9;2019-06-09;83;-89,16%
Armenia;24;2020-06-08;10;2019-06-10;72;-86,11%
Armenia;24;2020-06-09;7;2019-06-11;83;-91,57%
Armenia;24;2020-06-10;8;2019-06-12;69;-88,41%
Armenia;24;2020-06-11;7;2019-06-13;75;-90,67%
Armenia;24;2020-06-12;6;2019-06-14;76;-92,11%
Armenia;24;2020-06-13;12;2019-06-15;78;-84,62%
Armenia;24;2020-06-14;11;2019-06-16;78;-85,90%
Armenia;25;2020-06-15;9;2019-06-17;70;-87,14%
Armenia;25;2020-06-16;10;2019-06-18;88;-88,64%
Armenia;25;2020-06-17;7;2019-06-19;70;-90,00%
Armenia;25;2020-06-18;17;2019-06-20;73;-76,71%
Armenia;25;2020-06-19;14;2019-06-21;78;-82,05%
Armenia;25;2020-06-20;15;2019-06-22;76;-80,26%
Armenia;25;2020-06-21;5;2019-06-23;76;-93,42%
Armenia;26;2020-06-22;7;2019-06-24;78;-91,03%
Armenia;26;2020-06-23;24;2019-06-25;84;-71,43%
Armenia;26;2020-06-24;18;2019-06-26;60;-70,00%
Armenia;26;2020-06-25;10;2019-06-27;73;-86,30%
Armenia;26;2020-06-26;13;2019-06-28;73;-82,19%
Armenia;26;2020-06-27;7;2019-06-29;76;-90,79%
Armenia;26;2020-06-28;11;2019-06-30;77;-85,71%
Armenia;27;2020-06-29;7;2019-07-01;79;-91,14%
Armenia;27;2020-06-30;12;2019-07-02;89;-86,52%
Armenia;27;2020-07-01;11;2019-07-03;72;-84,72%
Armenia;27;2020-07-02;6;2019-07-04;78;-92,31%
Armenia;27;2020-07-03;14;2019-07-05;79;-82,28%
Armenia;27;2020-07-04;5;2019-07-06;77;-93,51%
Armenia;27;2020-07-05;7;2019-07-07;79;-91,14%
Armenia;28;2020-07-06;4;2019-07-08;86;-95,35%
Armenia;28;2020-07-07;8;2019-07-09;102;-92,16%
Armenia;28;2020-07-08;8;2019-07-10;92;-91,30%
Armenia;28;2020-07-09;11;2019-07-11;96;-88,54%
Armenia;28;2020-07-10;10;2019-07-12;103;-90,29%
Armenia;28;2020-07-11;8;2019-07-13;99;-91,92%
Armenia;28;2020-07-12;6;2019-07-14;96;-93,75%
Armenia;29;2020-07-13;6;2019-07-15;101;-94,06%
Armenia;29;2020-07-14;10;2019-07-16;112;-91,07%
Armenia;29;2020-07-15;8;2019-07-17;92;-91,30%
Armenia;29;2020-07-16;16;2019-07-18;96;-83,33%
Armenia;29;2020-07-17;18;2019-07-19;107;-83,18%
Armenia;29;2020-07-18;6;2019-07-20;96;-93,75%
Armenia;29;2020-07-19;10;2019-07-21;97;-89,69%
Armenia;30;2020-07-20;13;2019-07-22;97;-86,60%
Armenia;30;2020-07-21;14;2019-07-23;112;-87,50%
Armenia;30;2020-07-22;14;2019-07-24;91;-84,62%
Armenia;30;2020-07-23;12;2019-07-25;93;-87,10%
Armenia;30;2020-07-24;9;2019-07-26;107;-91,59%
Armenia;30;2020-07-25;13;2019-07-27;99;-86,87%
Armenia;30;2020-07-26;10;2019-07-28;99;-89,90%
Armenia;31;2020-07-27;9;2019-07-29;101;-91,09%
Armenia;31;2020-07-28;8;2019-07-30;112;-92,86%
Armenia;31;2020-07-29;11;2019-07-31;90;-87,78%
Armenia;31;2020-07-30;11;2019-08-01;102;-89,22%
Armenia;31;2020-07-31;7;2019-08-02;101;-93,07%
Armenia;31;2020-08-01;12;2019-08-03;96;-87,50%
Armenia;31;2020-08-02;10;2019-08-04;100;-90,00%
Armenia;32;2020-08-03;11;2019-08-05;95;-88,42%
Armenia;32;2020-08-04;18;2019-08-06;100;-82,00%
Armenia;32;2020-08-05;9;2019-08-07;85;-89,41%
Armenia;32;2020-08-06;12;2019-08-08;101;-88,12%
Armenia;32;2020-08-07;11;2019-08-09;114;-90,35%
Armenia;32;2020-08-08;20;2019-08-10;100;-80,00%
Armenia;32;2020-08-09;7;2019-08-11;101;-93,07%
Armenia;33;2020-08-10;13;2019-08-12;104;-87,50%
Armenia;33;2020-08-11;17;2019-08-13;115;-85,22%
Armenia;33;2020-08-12;13;2019-08-14;96;-86,46%
Armenia;33;2020-08-13;23;2019-08-15;95;-75,79%
Armenia;33;2020-08-14;17;2019-08-16;107;-84,11%
Armenia;33;2020-08-15;15;2019-08-17;91;-83,52%
Armenia;33;2020-08-16;8;2019-08-18;99;-91,92%
Armenia;34;2020-08-17;14;2019-08-19;97;-85,57%
Armenia;34;2020-08-18;12;2019-08-20;115;-89,57%
Armenia;34;2020-08-19;16;2019-08-21;90;-82,22%
Armenia;34;2020-08-20;16;2019-08-22;100;-84,00%
Armenia;34;2020-08-21;17;2019-08-23;109;-84,40%
Armenia;34;2020-08-22;23;2019-08-24;103;-77,67%
Armenia;34;2020-08-23;6;2019-08-25;95;-93,68%
Armenia;35;2020-08-24;16;2019-08-26;101;-84,16%
Armenia;35;2020-08-25;22;2019-08-27;102;-78,43%
Armenia;35;2020-08-26;14;2019-08-28;91;-84,62%
Armenia;35;2020-08-27;13;2019-08-29;94;-86,17%
Armenia;35;2020-08-28;25;2019-08-30;103;-75,73%
Armenia;35;2020-08-29;25;2019-08-31;100;-75,00%
Armenia;35;2020-08-30;13;2019-09-01;99;-86,87%
Armenia;36;2020-08-31;19;2019-09-02;97;-80,41%
Armenia;36;2020-09-01;17;2019-09-03;95;-82,11%
Armenia;36;2020-09-02;14;2019-09-04;81;-82,72%
Armenia;36;2020-09-03;17;2019-09-05;93;-81,72%
Armenia;36;2020-09-04;25;2019-09-06;92;-72,83%
Armenia;36;2020-09-05;16;2019-09-07;96;-83,33%
Armenia;36;2020-09-06;23;2019-09-08;88;-73,86%
Armenia;37;2020-09-07;21;2019-09-09;91;-76,92%
Armenia;37;2020-09-08;27;2019-09-10;96;-71,88%
Armenia;37;2020-09-09;20;2019-09-11;86;-76,74%
Armenia;37;2020-09-10;16;2019-09-12;86;-81,40%
Armenia;37;2020-09-11;16;2019-09-13;91;-82,42%
Armenia;37;2020-09-12;16;2019-09-14;102;-84,31%
Armenia;37;2020-09-13;21;2019-09-15;96;-78,13%
Armenia;38;2020-09-14;12;2019-09-16;91;-86,81%
Armenia;38;2020-09-15;21;2019-09-17;95;-77,89%
Armenia;38;2020-09-16;17;2019-09-18;79;-78,48%
Armenia;38;2020-09-17;25;2019-09-19;88;-71,59%
Armenia;38;2020-09-18;29;2019-09-20;88;-67,05%
Armenia;38;2020-09-19;22;2019-09-21;94;-76,60%
Armenia;38;2020-09-20;24;2019-09-22;89;-73,03%
Armenia;39;2020-09-21;23;2019-09-23;87;-73,56%
Armenia;39;2020-09-22;20;2019-09-24;96;-79,17%
Armenia;39;2020-09-23;17;2019-09-25;77;-77,92%
Armenia;39;2020-09-24;21;2019-09-26;80;-73,75%
Armenia;39;2020-09-25;25;2019-09-27;85;-70,59%
Armenia;39;2020-09-26;23;2019-09-28;92;-75,00%
Armenia;39;2020-09-27;29;2019-09-29;90;-67,78%
Armenia;40;2020-09-28;21;2019-09-30;81;-74,07%
Armenia;40;2020-09-29;21;2019-10-01;93;-77,42%
Armenia;40;2020-09-30;16;2019-10-02;76;-78,95%
Armenia;40;2020-10-01;19;2019-10-03;77;-75,32%
Armenia;40;2020-10-02;22;2019-10-04;83;-73,49%
Armenia;40;2020-10-03;20;2019-10-05;90;-77,78%
Armenia;40;2020-10-04;26;2019-10-06;87;-70,11%
Armenia;41;2020-10-05;17;2019-10-07;81;-79,01%
Armenia;41;2020-10-06;24;2019-10-08;87;-72,41%
Armenia;41;2020-10-07;25;2019-10-09;71;-64,79%
Armenia;41;2020-10-08;27;2019-10-10;86;-68,60%
Armenia;41;2020-10-09;35;2019-10-11;83;-57,83%
Armenia;41;2020-10-10;23;2019-10-12;87;-73,56%
Armenia;41;2020-10-11;37;2019-10-13;84;-55,95%
Armenia;42;2020-10-12;16;2019-10-14;85;-81,18%
Armenia;42;2020-10-13;25;2019-10-15;88;-71,59%
Armenia;42;2020-10-14;15;2019-10-16;78;-80,77%
Armenia;42;2020-10-15;31;2019-10-17;85;-63,53%
Armenia;42;2020-10-16;29;2019-10-18;81;-64,20%
Armenia;42;2020-10-17;20;2019-10-19;81;-75,31%
Armenia;42;2020-10-18;24;2019-10-20;78;-69,23%
Armenia;43;2020-10-19;27;2019-10-21;87;-68,97%
Armenia;43;2020-10-20;25;2019-10-22;79;-68,35%
Armenia;43;2020-10-21;27;2019-10-23;74;-63,51%
Armenia;43;2020-10-22;19;2019-10-24;76;-75,00%
Armenia;43;2020-10-23;34;2019-10-25;80;-57,50%
Armenia;43;2020-10-24;28;2019-10-26;89;-68,54%
Armenia;43;2020-10-25;28;2019-10-27;77;-63,64%
Armenia;44;2020-10-26;33;2019-10-28;75;-56,00%
Armenia;44;2020-10-27;22;2019-10-29;78;-71,79%
Armenia;44;2020-10-28;27;2019-10-30;72;-62,50%
Armenia;44;2020-10-29;30;2019-10-31;69;-56,52%
Armenia;44;2020-10-30;39;2019-11-01;66;-40,91%
Armenia;44;2020-10-31;23;2019-11-02;82;-71,95%
Armenia;44;2020-11-01;25;2019-11-03;71;-64,79%
Armenia;45;2020-11-02;25;2019-11-04;74;-66,22%
Armenia;45;2020-11-03;28;2019-11-05;70;-60,00%
Armenia;45;2020-11-04;29;2019-11-06;74;-60,81%
Armenia;45;2020-11-05;29;2019-11-07;62;-53,23%
Armenia;45;2020-11-06;32;2019-11-08;66;-51,52%
Armenia;45;2020-11-07;28;2019-11-09;79;-64,56%
Armenia;45;2020-11-08;30;2019-11-10;72;-58,33%
Armenia;46;2020-11-09;21;2019-11-11;69;-69,57%
Armenia;46;2020-11-10;23;2019-11-12;66;-65,15%
Armenia;46;2020-11-11;31;2019-11-13;59;-47,46%
Armenia;46;2020-11-12;27;2019-11-14;69;-60,87%
Armenia;46;2020-11-13;17;2019-11-15;63;-73,02%
Armenia;46;2020-11-14;23;2019-11-16;80;-71,25%
Armenia;46;2020-11-15;18;2019-11-17;66;-72,73%
Armenia;47;2020-11-16;30;2019-11-18;62;-51,61%
Armenia;47;2020-11-17;25;2019-11-19;59;-57,63%
Armenia;47;2020-11-18;18;2019-11-20;66;-72,73%
Armenia;47;2020-11-19;19;2019-11-21;75;-74,67%
Armenia;47;2020-11-20;20;2019-11-22;68;-70,59%
Armenia;47;2020-11-21;22;2019-11-23;80;-72,50%
Armenia;47;2020-11-22;24;2019-11-24;73;-67,12%
Armenia;48;2020-11-23;18;2019-11-25;72;-75,00%
Armenia;48;2020-11-24;19;2019-11-26;68;-72,06%
Armenia;48;2020-11-25;16;2019-11-27;70;-77,14%
Armenia;48;2020-11-26;22;2019-11-28;66;-66,67%
Armenia;48;2020-11-27;20;2019-11-29;70;-71,43%
Armenia;48;2020-11-28;18;2019-11-30;69;-73,91%
Armenia;48;2020-11-29;19;2019-12-01;70;-72,86%
Armenia;49;2020-11-30;18;2019-12-02;74;-75,68%
Armenia;49;2020-12-01;19;2019-12-03;65;-70,77%
Armenia;49;2020-12-02;18;2019-12-04;60;-70,00%
Armenia;49;2020-12-03;17;2019-12-05;58;-70,69%
Armenia;49;2020-12-04;17;2019-12-06;68;-75,00%
Armenia;49;2020-12-05;23;2019-12-07;68;-66,18%
Armenia;49;2020-12-06;26;2019-12-08;68;-61,76%
Armenia;50;2020-12-07;25;2019-12-09;64;-60,94%
Armenia;50;2020-12-08;25;2019-12-10;63;-60,32%
Armenia;50;2020-12-09;13;2019-12-11;62;-79,03%
Armenia;50;2020-12-10;19;2019-12-12;64;-70,31%
Armenia;50;2020-12-11;24;2019-12-13;64;-62,50%
Armenia;50;2020-12-12;23;2019-12-14;73;-68,49%
Armenia;50;2020-12-13;25;2019-12-15;69;-63,77%
Armenia;51;2020-12-14;24;2019-12-16;63;-61,90%
Armenia;51;2020-12-15;30;2019-12-17;61;-50,82%
Armenia;51;2020-12-16;18;2019-12-18;64;-71,88%
Armenia;51;2020-12-17;20;2019-12-19;65;-69,23%
Armenia;51;2020-12-18;33;2019-12-20;74;-55,41%
Armenia;51;2020-12-19;28;2019-12-21;77;-63,64%
Armenia;51;2020-12-20;35;2019-12-22;76;-53,95%
Armenia;52;2020-12-21;25;2019-12-23;75;-66,67%
Armenia;52;2020-12-22;30;2019-12-24;73;-58,90%
Armenia;52;2020-12-23;15;2019-12-25;73;-79,45%
Armenia;52;2020-12-24;24;2019-12-26;78;-69,23%
Armenia;52;2020-12-25;30;2019-12-27;81;-62,96%
Armenia;52;2020-12-26;25;2019-12-28;93;-73,12%
Armenia;52;2020-12-27;42;2019-12-29;101;-58,42%
Armenia;53;2020-12-28;34;2019-12-30;103;-66,99%
Armenia;53;2020-12-29;42;2019-12-31;85;-50,59%
Armenia;53;2020-12-30;32;2020-01-01;73;-56,16%
Armenia;53;2020-12-31;26;2020-01-02;76;-65,79%
Austria;1;2020-01-01;633;2019-01-02;893;-29,12%
Austria;1;2020-01-02;954;2019-01-03;836;14,11%
Austria;1;2020-01-03;945;2019-01-04;860;9,88%
Austria;1;2020-01-04;972;2019-01-05;793;22,57%
Austria;1;2020-01-05;929;2019-01-06;883;5,21%
Austria;2;2020-01-06;867;2019-01-07;839;3,34%
Austria;2;2020-01-07;777;2019-01-08;748;3,88%
Austria;2;2020-01-08;912;2019-01-09;842;8,31%
Austria;2;2020-01-09;903;2019-01-10;780;15,77%
Austria;2;2020-01-10;960;2019-01-11;929;3,34%
Austria;2;2020-01-11;910;2019-01-12;888;2,48%
Austria;2;2020-01-12;924;2019-01-13;822;12,41%
Austria;3;2020-01-13;874;2019-01-14;809;8,03%
Austria;3;2020-01-14;789;2019-01-15;723;9,13%
Austria;3;2020-01-15;878;2019-01-16;853;2,93%
Austria;3;2020-01-16;893;2019-01-17;832;7,33%
Austria;3;2020-01-17;961;2019-01-18;925;3,89%
Austria;3;2020-01-18;868;2019-01-19;872;-0,46%
Austria;3;2020-01-19;859;2019-01-20;838;2,51%
Austria;4;2020-01-20;871;2019-01-21;847;2,83%
Austria;4;2020-01-21;764;2019-01-22;743;2,83%
Austria;4;2020-01-22;886;2019-01-23;832;6,49%
Austria;4;2020-01-23;926;2019-01-24;838;10,50%
Austria;4;2020-01-24;998;2019-01-25;929;7,43%
Austria;4;2020-01-25;915;2019-01-26;861;6,27%
Austria;4;2020-01-26;923;2019-01-27;871;5,97%
Austria;5;2020-01-27;862;2019-01-28;820;5,12%
Austria;5;2020-01-28;743;2019-01-29;767;-3,13%
Austria;5;2020-01-29;842;2019-01-30;864;-2,55%
Austria;5;2020-01-30;883;2019-01-31;834;5,88%
Austria;5;2020-01-31;978;2019-02-01;927;5,50%
Austria;5;2020-02-01;948;2019-02-02;911;4,06%
Austria;5;2020-02-02;884;2019-02-03;848;4,25%
Austria;6;2020-02-03;876;2019-02-04;867;1,04%
Austria;6;2020-02-04;720;2019-02-05;753;-4,38%
Austria;6;2020-02-05;803;2019-02-06;844;-4,86%
Austria;6;2020-02-06;932;2019-02-07;870;7,13%
Austria;6;2020-02-07;992;2019-02-08;960;3,33%
Austria;6;2020-02-08;980;2019-02-09;945;3,70%
Austria;6;2020-02-09;857;2019-02-10;854;0,35%
Austria;7;2020-02-10;781;2019-02-11;843;-7,35%
Austria;7;2020-02-11;771;2019-02-12;763;1,05%
Austria;7;2020-02-12;877;2019-02-13;918;-4,47%
Austria;7;2020-02-13;949;2019-02-14;893;6,27%
Austria;7;2020-02-14;1039;2019-02-15;1007;3,18%
Austria;7;2020-02-15;1048;2019-02-16;1055;-0,66%
Austria;7;2020-02-16;938;2019-02-17;926;1,30%
Austria;8;2020-02-17;951;2019-02-18;886;7,34%
Austria;8;2020-02-18;848;2019-02-19;791;7,21%
Austria;8;2020-02-19;916;2019-02-20;913;0,33%
Austria;8;2020-02-20;999;2019-02-21;928;7,65%
Austria;8;2020-02-21;1061;2019-02-22;1037;2,31%
Austria;8;2020-02-22;1076;2019-02-23;1041;3,36%
Austria;8;2020-02-23;988;2019-02-24;984;0,41%
Austria;9;2020-02-24;964;2019-02-25;887;8,68%
Austria;9;2020-02-25;879;2019-02-26;808;8,79%
Austria;9;2020-02-26;909;2019-02-27;955;-4,82%
Austria;9;2020-02-27;936;2019-02-28;953;-1,78%
Austria;9;2020-02-28;1042;2019-03-01;1050;-0,76%
Austria;9;2020-02-29;1011;2019-03-02;1032;-2,03%
Austria;9;2020-03-01;955;2019-03-03;988;-3,34%
Austria;10;2020-03-02;941;2019-03-04;928;1,40%
Austria;10;2020-03-03;830;2019-03-05;846;-1,89%
Austria;10;2020-03-04;927;2019-03-06;972;-4,63%
Austria;10;2020-03-05;957;2019-03-07;941;1,70%
Austria;10;2020-03-06;1020;2019-03-08;1061;-3,86%
Austria;10;2020-03-07;930;2019-03-09;995;-6,53%
Austria;10;2020-03-08;916;2019-03-10;916;0,00%
Austria;11;2020-03-09;804;2019-03-11;922;-12,80%
Austria;11;2020-03-10;703;2019-03-12;847;-17,00%
Austria;11;2020-03-11;725;2019-03-13;943;-23,12%
Austria;11;2020-03-12;748;2019-03-14;926;-19,22%
Austria;11;2020-03-13;829;2019-03-15;1018;-18,57%
Austria;11;2020-03-14;780;2019-03-16;958;-18,58%
Austria;11;2020-03-15;749;2019-03-17;933;-19,72%
Austria;12;2020-03-16;503;2019-03-18;946;-46,83%
Austria;12;2020-03-17;272;2019-03-19;857;-68,26%
Austria;12;2020-03-18;271;2019-03-20;969;-72,03%
Austria;12;2020-03-19;183;2019-03-21;989;-81,50%
Austria;12;2020-03-20;177;2019-03-22;1061;-83,32%
Austria;12;2020-03-21;111;2019-03-23;938;-88,17%
Austria;12;2020-03-22;105;2019-03-24;969;-89,16%
Austria;13;2020-03-23;84;2019-03-25;927;-90,94%
Austria;13;2020-03-24;73;2019-03-26;853;-91,44%
Austria;13;2020-03-25;73;2019-03-27;943;-92,26%
Austria;13;2020-03-26;97;2019-03-28;993;-90,23%
Austria;13;2020-03-27;78;2019-03-29;1042;-92,51%
Austria;13;2020-03-28;54;2019-03-30;860;-93,72%
Austria;13;2020-03-29;43;2019-03-31;946;-95,45%
Austria;14;2020-03-30;63;2019-04-01;1027;-93,87%
Austria;14;2020-03-31;59;2019-04-02;979;-93,97%
Austria;14;2020-04-01;82;2019-04-03;1044;-92,15%
Austria;14;2020-04-02;66;2019-04-04;1038;-93,64%
Austria;14;2020-04-03;68;2019-04-05;1070;-93,64%
Austria;14;2020-04-04;42;2019-04-06;863;-95,13%
Austria;14;2020-04-05;32;2019-04-07;975;-96,72%
Austria;15;2020-04-06;41;2019-04-08;1011;-95,94%
Austria;15;2020-04-07;55;2019-04-09;966;-94,31%
Austria;15;2020-04-08;76;2019-04-10;1063;-92,85%
Austria;15;2020-04-09;50;2019-04-11;1042;-95,20%
Austria;15;2020-04-10;45;2019-04-12;1117;-95,97%
Austria;15;2020-04-11;41;2019-04-13;891;-95,40%
Austria;15;2020-04-12;41;2019-04-14;948;-95,68%
Austria;16;2020-04-13;32;2019-04-15;1013;-96,84%
Austria;16;2020-04-14;65;2019-04-16;969;-93,29%
Austria;16;2020-04-15;84;2019-04-17;1074;-92,18%
Austria;16;2020-04-16;71;2019-04-18;1077;-93,41%
Austria;16;2020-04-17;71;2019-04-19;1012;-92,98%
Austria;16;2020-04-18;46;2019-04-20;839;-94,52%
Austria;16;2020-04-19;33;2019-04-21;849;-96,11%
Austria;17;2020-04-20;48;2019-04-22;989;-95,15%
Austria;17;2020-04-21;61;2019-04-23;1016;-94,00%
Austria;17;2020-04-22;82;2019-04-24;985;-91,68%
Austria;17;2020-04-23;83;2019-04-25;1023;-91,89%
Austria;17;2020-04-24;81;2019-04-26;1007;-91,96%
Austria;17;2020-04-25;46;2019-04-27;776;-94,07%
Austria;17;2020-04-26;58;2019-04-28;910;-93,63%
Austria;18;2020-04-27;50;2019-04-29;982;-94,91%
Austria;18;2020-04-28;82;2019-04-30;967;-91,52%
Austria;18;2020-04-29;77;2019-05-01;962;-92,00%
Austria;18;2020-04-30;89;2019-05-02;994;-91,05%
Austria;18;2020-05-01;65;2019-05-03;1010;-93,56%
Austria;18;2020-05-02;48;2019-05-04;802;-94,01%
Austria;18;2020-05-03;53;2019-05-05;896;-94,08%
Austria;19;2020-05-04;81;2019-05-06;997;-91,88%
Austria;19;2020-05-05;63;2019-05-07;961;-93,44%
Austria;19;2020-05-06;86;2019-05-08;1075;-92,00%
Austria;19;2020-05-07;101;2019-05-09;997;-89,87%
Austria;19;2020-05-08;92;2019-05-10;1075;-91,44%
Austria;19;2020-05-09;69;2019-05-11;838;-91,77%
Austria;19;2020-05-10;46;2019-05-12;906;-94,92%
Austria;20;2020-05-11;73;2019-05-13;984;-92,58%
Austria;20;2020-05-12;97;2019-05-14;940;-89,68%
Austria;20;2020-05-13;94;2019-05-15;985;-90,46%
Austria;20;2020-05-14;85;2019-05-16;1032;-91,76%
Austria;20;2020-05-15;85;2019-05-17;1055;-91,94%
Austria;20;2020-05-16;64;2019-05-18;810;-92,10%
Austria;20;2020-05-17;67;2019-05-19;928;-92,78%
Austria;21;2020-05-18;106;2019-05-20;1014;-89,55%
Austria;21;2020-05-19;117;2019-05-21;963;-87,85%
Austria;21;2020-05-20;126;2019-05-22;997;-87,36%
Austria;21;2020-05-21;100;2019-05-23;1058;-90,55%
Austria;21;2020-05-22;91;2019-05-24;1068;-91,48%
Austria;21;2020-05-23;77;2019-05-25;888;-91,33%
Austria;21;2020-05-24;64;2019-05-26;965;-93,37%
Austria;22;2020-05-25;79;2019-05-27;1053;-92,50%
Austria;22;2020-05-26;96;2019-05-28;1016;-90,55%
Austria;22;2020-05-27;150;2019-05-29;1131;-86,74%
Austria;22;2020-05-28;128;2019-05-30;1018;-87,43%
Austria;22;2020-05-29;114;2019-05-31;1052;-89,16%
Austria;22;2020-05-30;70;2019-06-01;933;-92,50%
Austria;22;2020-05-31;71;2019-06-02;1071;-93,37%
Austria;23;2020-06-01;75;2019-06-03;1089;-93,11%
Austria;23;2020-06-02;130;2019-06-04;1060;-87,74%
Austria;23;2020-06-03;150;2019-06-05;1094;-86,29%
Austria;23;2020-06-04;154;2019-06-06;1102;-86,03%
Austria;23;2020-06-05;110;2019-06-07;1215;-90,95%
Austria;23;2020-06-06;123;2019-06-08;970;-87,32%
Austria;23;2020-06-07;100;2019-06-09;989;-89,89%
Austria;24;2020-06-08;112;2019-06-10;1116;-89,96%
Austria;24;2020-06-09;137;2019-06-11;1076;-87,27%
Austria;24;2020-06-10;160;2019-06-12;1115;-85,65%
Austria;24;2020-06-11;137;2019-06-13;1113;-87,69%
Austria;24;2020-06-12;154;2019-06-14;1198;-87,15%
Austria;24;2020-06-13;120;2019-06-15;1008;-88,10%
Austria;24;2020-06-14;120;2019-06-16;1044;-88,51%
Austria;25;2020-06-15;227;2019-06-17;1088;-79,14%
Austria;25;2020-06-16;240;2019-06-18;1077;-77,72%
Austria;25;2020-06-17;258;2019-06-19;1134;-77,25%
Austria;25;2020-06-18;286;2019-06-20;1024;-72,07%
Austria;25;2020-06-19;291;2019-06-21;1073;-72,88%
Austria;25;2020-06-20;183;2019-06-22;971;-81,15%
Austria;25;2020-06-21;223;2019-06-23;1022;-78,18%
Austria;26;2020-06-22;248;2019-06-24;1138;-78,21%
Austria;26;2020-06-23;249;2019-06-25;1098;-77,32%
Austria;26;2020-06-24;310;2019-06-26;1127;-72,49%
Austria;26;2020-06-25;284;2019-06-27;1140;-75,09%
Austria;26;2020-06-26;276;2019-06-28;1190;-76,81%
Austria;26;2020-06-27;199;2019-06-29;1067;-81,35%
Austria;26;2020-06-28;237;2019-06-30;1193;-80,13%
Austria;27;2020-06-29;250;2019-07-01;1057;-76,35%
Austria;27;2020-06-30;307;2019-07-02;1062;-71,09%
Austria;27;2020-07-01;472;2019-07-03;1132;-58,30%
Austria;27;2020-07-02;445;2019-07-04;1161;-61,67%
Austria;27;2020-07-03;469;2019-07-05;1162;-59,64%
Austria;27;2020-07-04;371;2019-07-06;999;-62,86%
Austria;27;2020-07-05;418;2019-07-07;1016;-58,86%
Austria;28;2020-07-06;444;2019-07-08;1102;-59,71%
