Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Morocco,46,20/11/21,400,23/11/19,581,-31.15%,21/11/20,189
Morocco,46,21/11/21,434,24/11/19,546,-20.51%,22/11/20,199
Morocco,47,22/11/21,375,25/11/19,511,-26.61%,23/11/20,134
Morocco,47,23/11/21,309,26/11/19,449,-31.18%,24/11/20,117
Morocco,47,24/11/21,333,27/11/19,465,-28.39%,25/11/20,136
Morocco,47,25/11/21,316,28/11/19,500,-36.80%,26/11/20,136
Morocco,47,26/11/21,448,29/11/19,549,-18.40%,27/11/20,219
Morocco,47,27/11/21,403,30/11/19,582,-30.76%,28/11/20,187
Morocco,47,28/11/21,411,1/12/19,553,-25.68%,29/11/20,214
Morocco,48,29/11/21,356,2/12/19,516,-31.01%,30/11/20,139
Morocco,48,30/11/21,116,3/12/19,479,-75.78%,1/12/20,118
Morocco,48,1/12/21,115,4/12/19,466,-75.32%,2/12/20,166
Morocco,48,2/12/21,127,5/12/19,485,-73.81%,3/12/20,148
Morocco,48,3/12/21,175,6/12/19,543,-67.77%,4/12/20,219
Morocco,48,4/12/21,161,7/12/19,582,-72.34%,5/12/20,200
Morocco,48,5/12/21,169,8/12/19,543,-68.88%,6/12/20,218
Morocco,49,6/12/21,161,9/12/19,530,-69.62%,7/12/20,145
Morocco,49,7/12/21,106,10/12/19,472,-77.54%,8/12/20,140
Morocco,49,8/12/21,116,11/12/19,484,-76.03%,9/12/20,169
Morocco,49,9/12/21,95,12/12/19,510,-81.37%,10/12/20,170
Morocco,49,10/12/21,139,13/12/19,557,-75.04%,11/12/20,277
Morocco,49,11/12/21,87,14/12/19,588,-85.20%,12/12/20,230
Morocco,49,12/12/21,112,15/12/19,555,-79.82%,13/12/20,235
Morocco,50,13/12/21,98,16/12/19,527,-81.40%,14/12/20,223
Morocco,50,14/12/21,105,17/12/19,503,-79.13%,15/12/20,206
Morocco,50,15/12/21,114,18/12/19,543,-79.01%,16/12/20,221
Morocco,50,16/12/21,124,19/12/19,610,-79.67%,17/12/20,266
Morocco,50,17/12/21,141,20/12/19,643,-78.07%,18/12/20,338
Morocco,50,18/12/21,146,21/12/19,676,-78.40%,19/12/20,349
Morocco,50,19/12/21,155,22/12/19,617,-74.88%,20/12/20,294
Morocco,51,20/12/21,127,23/12/19,607,-79.08%,21/12/20,260
Morocco,51,21/12/21,128,24/12/19,560,-77.14%,22/12/20,228
Morocco,51,22/12/21,152,25/12/19,453,-66.45%,23/12/20,260
Morocco,51,23/12/21,132,26/12/19,640,-79.38%,24/12/20,231
Morocco,51,24/12/21,135,27/12/19,635,-78.74%,25/12/20,283
Morocco,51,25/12/21,95,28/12/19,673,-85.88%,26/12/20,311
Morocco,51,26/12/21,110,29/12/19,606,-81.85%,27/12/20,287
Morocco,52,27/12/21,116,30/12/19,591,-80.37%,28/12/20,244
Morocco,52,28/12/21,113,31/12/19,558,-79.75%,29/12/20,211
Morocco,52,29/12/21,126,1/1/20,563,-77.62%,30/12/20,233
Morocco,52,30/12/21,114,2/1/20,618,-81.55%,31/12/20,232
Morocco,52,31/12/21,117,3/1/20,632,-81.49%,1/1/21,307
Netherlands,53,1/1/21,508,4/1/19,1601,-68.27%,3/1/20,1576
Netherlands,53,2/1/21,734,5/1/19,1359,-45.99%,4/1/20,1323
Netherlands,53,3/1/21,844,6/1/19,1495,-43.55%,5/1/20,1530
Netherlands,1,4/1/21,773,7/1/19,1568,-50.70%,6/1/20,1571
Netherlands,1,5/1/21,642,8/1/19,1065,-39.72%,7/1/20,1440
Netherlands,1,6/1/21,681,9/1/19,1495,-54.45%,8/1/20,1455
Netherlands,1,7/1/21,649,10/1/19,1551,-58.16%,9/1/20,1533
Netherlands,1,8/1/21,739,11/1/19,1522,-51.45%,10/1/20,1563
Netherlands,1,9/1/21,656,12/1/19,1189,-44.83%,11/1/20,1224
Netherlands,1,10/1/21,698,13/1/19,1244,-43.89%,12/1/20,1477
Netherlands,2,11/1/21,613,14/1/19,1529,-59.91%,13/1/20,1536
Netherlands,2,12/1/21,540,15/1/19,1371,-60.61%,14/1/20,1346
Netherlands,2,13/1/21,551,16/1/19,1452,-62.05%,15/1/20,1417
Netherlands,2,14/1/21,581,17/1/19,1549,-62.49%,16/1/20,1561
Netherlands,2,15/1/21,599,18/1/19,1564,-61.70%,17/1/20,1549
Netherlands,2,16/1/21,512,19/1/19,1224,-58.17%,18/1/20,1186
Netherlands,2,17/1/21,566,20/1/19,1452,-61.02%,19/1/20,1447
Netherlands,3,18/1/21,542,21/1/19,1543,-64.87%,20/1/20,1495
Netherlands,3,19/1/21,457,22/1/19,1310,-65.11%,21/1/20,1383
Netherlands,3,20/1/21,519,23/1/19,1361,-61.87%,22/1/20,1361
Netherlands,3,21/1/21,532,24/1/19,1558,-65.85%,23/1/20,1533
Netherlands,3,22/1/21,591,25/1/19,1503,-60.68%,24/1/20,1542
Netherlands,3,23/1/21,451,26/1/19,1194,-62.23%,25/1/20,1179
Netherlands,3,24/1/21,503,27/1/19,1435,-64.95%,26/1/20,1457
Netherlands,4,25/1/21,482,28/1/19,1544,-68.78%,27/1/20,1532
Netherlands,4,26/1/21,461,29/1/19,1420,-67.54%,28/1/20,1378
Netherlands,4,27/1/21,463,30/1/19,1408,-67.12%,29/1/20,1418
Netherlands,4,28/1/21,455,31/1/19,1531,-70.28%,30/1/20,1590
Netherlands,4,29/1/21,500,1/2/19,1518,-67.06%,31/1/20,1535
Netherlands,4,30/1/21,453,2/2/19,1216,-62.75%,1/2/20,1191
Netherlands,4,31/1/21,478,3/2/19,1463,-67.33%,2/2/20,1441
Netherlands,5,1/2/21,470,4/2/19,1558,-69.83%,3/2/20,1568
Netherlands,5,2/2/21,408,5/2/19,1440,-71.67%,4/2/20,1394
Netherlands,5,3/2/21,456,6/2/19,1444,-68.42%,5/2/20,1479
Netherlands,5,4/2/21,483,7/2/19,1617,-70.13%,6/2/20,1600
Netherlands,5,5/2/21,503,8/2/19,1566,-67.88%,7/2/20,1586
Netherlands,5,6/2/21,443,9/2/19,1192,-62.84%,8/2/20,1229
Netherlands,5,7/2/21,209,10/2/19,1450,-85.59%,9/2/20,1120
Netherlands,6,8/2/21,379,11/2/19,1576,-75.95%,10/2/20,1220
Netherlands,6,9/2/21,440,12/2/19,1486,-70.39%,11/2/20,1288
Netherlands,6,10/2/21,469,13/2/19,1532,-69.39%,12/2/20,1483
Netherlands,6,11/2/21,456,14/2/19,1652,-72.40%,13/2/20,1597
Netherlands,6,12/2/21,537,15/2/19,1657,-67.59%,14/2/20,1633
Netherlands,6,13/2/21,528,16/2/19,1375,-61.60%,15/2/20,1333
Netherlands,6,14/2/21,494,17/2/19,1541,-67.94%,16/2/20,1448
Netherlands,7,15/2/21,460,18/2/19,1612,-71.46%,17/2/20,1628
Netherlands,7,16/2/21,440,19/2/19,1532,-71.28%,18/2/20,1526
Netherlands,7,17/2/21,478,20/2/19,1547,-69.10%,19/2/20,1567
Netherlands,7,18/2/21,480,21/2/19,1644,-70.80%,20/2/20,1607
Netherlands,7,19/2/21,559,22/2/19,1622,-65.54%,21/2/20,1654
Netherlands,7,20/2/21,538,23/2/19,1392,-61.35%,22/2/20,1350
Netherlands,7,21/2/21,517,24/2/19,1570,-67.07%,23/2/20,1325
Netherlands,8,22/2/21,517,25/2/19,1695,-69.50%,24/2/20,1587
Netherlands,8,23/2/21,444,26/2/19,1558,-71.50%,25/2/20,1550
Netherlands,8,24/2/21,486,27/2/19,1585,-69.34%,26/2/20,1535
Netherlands,8,25/2/21,505,28/2/19,1594,-68.32%,27/2/20,1612
Netherlands,8,26/2/21,549,1/3/19,1649,-66.71%,28/2/20,1646
Netherlands,8,27/2/21,535,2/3/19,1388,-61.46%,29/2/20,1365
Netherlands,8,28/2/21,536,3/3/19,1531,-64.99%,1/3/20,1521
Netherlands,9,1/3/21,544,4/3/19,1516,-64.12%,2/3/20,1640
Netherlands,9,2/3/21,418,5/3/19,1568,-73.34%,3/3/20,1557
Netherlands,9,3/3/21,525,6/3/19,1617,-67.53%,4/3/20,1573
Netherlands,9,4/3/21,525,7/3/19,1674,-68.64%,5/3/20,1627
Netherlands,9,5/3/21,608,8/3/19,1690,-64.02%,6/3/20,1620
Netherlands,9,6/3/21,551,9/3/19,1360,-59.49%,7/3/20,1310
Netherlands,9,7/3/21,520,10/3/19,1483,-64.94%,8/3/20,1473
Netherlands,10,8/3/21,511,11/3/19,1468,-65.19%,9/3/20,1559
Netherlands,10,9/3/21,446,12/3/19,1544,-71.11%,10/3/20,1442
Netherlands,10,10/3/21,489,13/3/19,1463,-66.58%,11/3/20,1439
Netherlands,10,11/3/21,460,14/3/19,1666,-72.39%,12/3/20,1506
Netherlands,10,12/3/21,542,15/3/19,1638,-66.91%,13/3/20,1490
Netherlands,10,13/3/21,471,16/3/19,1380,-65.87%,14/3/20,1176
Netherlands,10,14/3/21,490,17/3/19,1555,-68.49%,15/3/20,1337
Netherlands,11,15/3/21,509,18/3/19,1699,-70.04%,16/3/20,1300
Netherlands,11,16/3/21,467,19/3/19,1599,-70.79%,17/3/20,1061
Netherlands,11,17/3/21,535,20/3/19,1630,-67.18%,18/3/20,848
Netherlands,11,18/3/21,521,21/3/19,1667,-68.75%,19/3/20,841
Netherlands,11,19/3/21,594,22/3/19,1669,-64.41%,20/3/20,823
Netherlands,11,20/3/21,525,23/3/19,1397,-62.42%,21/3/20,601
Netherlands,11,21/3/21,490,24/3/19,1576,-68.91%,22/3/20,601
Netherlands,12,22/3/21,552,25/3/19,1556,-64.52%,23/3/20,428
Netherlands,12,23/3/21,455,26/3/19,1598,-71.53%,24/3/20,397
Netherlands,12,24/3/21,538,27/3/19,1606,-66.50%,25/3/20,388
Netherlands,12,25/3/21,577,28/3/19,1699,-66.04%,26/3/20,393
Netherlands,12,26/3/21,615,29/3/19,1699,-63.80%,27/3/20,364
Netherlands,12,27/3/21,518,30/3/19,1387,-62.65%,28/3/20,243
Netherlands,12,28/3/21,539,31/3/19,1576,-65.80%,29/3/20,234
Netherlands,13,29/3/21,632,1/4/19,1773,-64.35%,30/3/20,208
Netherlands,13,30/3/21,528,2/4/19,1669,-68.36%,31/3/20,265
Netherlands,13,31/3/21,632,3/4/19,1723,-63.32%,1/4/20,227
Netherlands,13,1/4/21,643,4/4/19,1764,-63.55%,2/4/20,224
Netherlands,13,2/4/21,674,5/4/19,1794,-62.43%,3/4/20,232
Netherlands,13,3/4/21,523,6/4/19,1486,-64.80%,4/4/20,193
Netherlands,13,4/4/21,524,7/4/19,1645,-68.15%,5/4/20,191
Netherlands,14,5/4/21,575,8/4/19,1801,-68.07%,6/4/20,195
Netherlands,14,6/4/21,470,9/4/19,1727,-72.79%,7/4/20,204
Netherlands,14,7/4/21,583,10/4/19,1747,-66.63%,8/4/20,194
Netherlands,14,8/4/21,591,11/4/19,1816,-67.46%,9/4/20,215
Netherlands,14,9/4/21,658,12/4/19,1815,-63.75%,10/4/20,192
Netherlands,14,10/4/21,588,13/4/19,1475,-60.14%,11/4/20,163
Netherlands,14,11/4/21,606,14/4/19,1636,-62.96%,12/4/20,147
Netherlands,15,12/4/21,606,15/4/19,1771,-65.78%,13/4/20,154
Netherlands,15,13/4/21,496,16/4/19,1720,-71.16%,14/4/20,178
Netherlands,15,14/4/21,593,17/4/19,1764,-66.38%,15/4/20,202
Netherlands,15,15/4/21,624,18/4/19,1838,-66.05%,16/4/20,212
Netherlands,15,16/4/21,672,19/4/19,1812,-62.91%,17/4/20,197
Netherlands,15,17/4/21,574,20/4/19,1535,-62.61%,18/4/20,182
Netherlands,15,18/4/21,595,21/4/19,1683,-64.65%,19/4/20,171
Netherlands,16,19/4/21,579,22/4/19,1763,-67.16%,20/4/20,201
Netherlands,16,20/4/21,517,23/4/19,1785,-71.04%,21/4/20,216
Netherlands,16,21/4/21,606,24/4/19,1796,-66.26%,22/4/20,218
Netherlands,16,22/4/21,613,25/4/19,1861,-67.06%,23/4/20,257
Netherlands,16,23/4/21,713,26/4/19,1823,-60.89%,24/4/20,218
Netherlands,16,24/4/21,673,27/4/19,1577,-57.32%,25/4/20,218
Netherlands,16,25/4/21,617,28/4/19,1726,-64.25%,26/4/20,198
Netherlands,17,26/4/21,615,29/4/19,1816,-66.13%,27/4/20,196
Netherlands,17,27/4/21,515,30/4/19,1785,-71.15%,28/4/20,224
Netherlands,17,28/4/21,643,1/5/19,1773,-63.73%,29/4/20,231
Netherlands,17,29/4/21,670,2/5/19,1845,-63.69%,30/4/20,257
Netherlands,17,30/4/21,750,3/5/19,1881,-60.13%,1/5/20,220
Netherlands,17,1/5/21,681,4/5/19,1596,-57.33%,2/5/20,207
Netherlands,17,2/5/21,638,5/5/19,1737,-63.27%,3/5/20,206
Netherlands,18,3/5/21,619,6/5/19,1835,-66.27%,4/5/20,233
Netherlands,18,4/5/21,519,7/5/19,1813,-71.37%,5/5/20,252
Netherlands,18,5/5/21,612,8/5/19,1840,-66.74%,6/5/20,272
Netherlands,18,6/5/21,620,9/5/19,1867,-66.79%,7/5/20,300
Netherlands,18,7/5/21,709,10/5/19,1873,-62.15%,8/5/20,286
Netherlands,18,8/5/21,678,11/5/19,1605,-57.76%,9/5/20,222
Netherlands,18,9/5/21,657,12/5/19,1760,-62.67%,10/5/20,234
Netherlands,19,10/5/21,683,13/5/19,1879,-63.65%,11/5/20,260
Netherlands,19,11/5/21,543,14/5/19,1818,-70.13%,12/5/20,303
Netherlands,19,12/5/21,684,15/5/19,1816,-62.33%,13/5/20,289
Netherlands,19,13/5/21,640,16/5/19,1881,-65.98%,14/5/20,343
Netherlands,19,14/5/21,641,17/5/19,1883,-65.96%,15/5/20,312
Netherlands,19,15/5/21,619,18/5/19,1630,-62.02%,16/5/20,236
Netherlands,19,16/5/21,680,19/5/19,1762,-61.41%,17/5/20,257
Netherlands,20,17/5/21,679,20/5/19,1834,-62.98%,18/5/20,272
Netherlands,20,18/5/21,590,21/5/19,1773,-66.72%,19/5/20,309
Netherlands,20,19/5/21,646,22/5/19,1866,-65.38%,20/5/20,348
Netherlands,20,20/5/21,739,23/5/19,1886,-60.82%,21/5/20,334
Netherlands,20,21/5/21,754,24/5/19,1900,-60.32%,22/5/20,297
Netherlands,20,22/5/21,670,25/5/19,1621,-58.67%,23/5/20,273
Netherlands,20,23/5/21,692,26/5/19,1776,-61.04%,24/5/20,261
Netherlands,21,24/5/21,717,27/5/19,1893,-62.12%,25/5/20,309
Netherlands,21,25/5/21,610,28/5/19,1725,-64.64%,26/5/20,347
Netherlands,21,26/5/21,649,29/5/19,1884,-65.55%,27/5/20,353
Netherlands,21,27/5/21,738,30/5/19,1837,-59.83%,28/5/20,363
Netherlands,21,28/5/21,795,31/5/19,1826,-56.46%,29/5/20,357
Netherlands,21,29/5/21,741,1/6/19,1599,-53.66%,30/5/20,300
Netherlands,21,30/5/21,745,2/6/19,1801,-58.63%,31/5/20,271
Netherlands,22,31/5/21,735,3/6/19,1879,-60.88%,1/6/20,314
Netherlands,22,1/6/21,661,4/6/19,1807,-63.42%,2/6/20,371
Netherlands,22,2/6/21,745,5/6/19,1852,-59.77%,3/6/20,364
Netherlands,22,3/6/21,745,6/6/19,1937,-61.54%,4/6/20,393
Netherlands,22,4/6/21,869,7/6/19,1871,-53.55%,5/6/20,367
Netherlands,22,5/6/21,775,8/6/19,1572,-50.70%,6/6/20,311
Netherlands,22,6/6/21,808,9/6/19,1729,-53.27%,7/6/20,301
Netherlands,23,7/6/21,787,10/6/19,1837,-57.16%,8/6/20,366
Netherlands,23,8/6/21,660,11/6/19,1819,-63.72%,9/6/20,389
Netherlands,23,9/6/21,745,12/6/19,1863,-60.01%,10/6/20,381
Netherlands,23,10/6/21,802,13/6/19,1949,-58.85%,11/6/20,420
Netherlands,23,11/6/21,856,14/6/19,1886,-54.61%,12/6/20,433
Netherlands,23,12/6/21,810,15/6/19,1627,-50.22%,13/6/20,343
Netherlands,23,13/6/21,839,16/6/19,1764,-52.44%,14/6/20,323
Netherlands,24,14/6/21,857,17/6/19,1879,-54.39%,15/6/20,423
Netherlands,24,15/6/21,715,18/6/19,1816,-60.63%,16/6/20,425
Netherlands,24,16/6/21,848,19/6/19,1828,-53.61%,17/6/20,441
Netherlands,24,17/6/21,910,20/6/19,1917,-52.53%,18/6/20,513
Netherlands,24,18/6/21,946,21/6/19,1898,-50.16%,19/6/20,480
Netherlands,24,19/6/21,898,22/6/19,1622,-44.64%,20/6/20,434
Netherlands,24,20/6/21,911,23/6/19,1783,-48.91%,21/6/20,428
Netherlands,25,21/6/21,917,24/6/19,1863,-50.78%,22/6/20,468
Netherlands,25,22/6/21,810,25/6/19,1785,-54.62%,23/6/20,502
Netherlands,25,23/6/21,886,26/6/19,1843,-51.93%,24/6/20,484
Netherlands,25,24/6/21,956,27/6/19,1887,-49.34%,25/6/20,526
Netherlands,25,25/6/21,1019,28/6/19,1886,-45.97%,26/6/20,507
Netherlands,25,26/6/21,1007,29/6/19,1633,-38.33%,27/6/20,427
Netherlands,25,27/6/21,1019,30/6/19,1796,-43.26%,28/6/20,448
Netherlands,26,28/6/21,1069,1/7/19,1876,-43.02%,29/6/20,513
Netherlands,26,29/6/21,913,2/7/19,1812,-49.61%,30/6/20,521
Netherlands,26,30/6/21,989,3/7/19,1864,-46.94%,1/7/20,615
Netherlands,26,1/7/21,1095,4/7/19,1883,-41.85%,2/7/20,706
Netherlands,26,2/7/21,1143,5/7/19,1906,-40.03%,3/7/20,750
Netherlands,26,3/7/21,1134,6/7/19,1623,-30.13%,4/7/20,675
Netherlands,26,4/7/21,1129,7/7/19,1768,-36.14%,5/7/20,697
Netherlands,27,5/7/21,1202,8/7/19,1888,-36.33%,6/7/20,723
Netherlands,27,6/7/21,1036,9/7/19,1824,-43.20%,7/7/20,692
Netherlands,27,7/7/21,1112,10/7/19,1847,-39.79%,8/7/20,725
Netherlands,27,8/7/21,1249,11/7/19,1928,-35.22%,9/7/20,754
Netherlands,27,9/7/21,1286,12/7/19,1880,-31.60%,10/7/20,823
Netherlands,27,10/7/21,1227,13/7/19,1653,-25.77%,11/7/20,738
Netherlands,27,11/7/21,1184,14/7/19,1762,-32.80%,12/7/20,714
Netherlands,28,12/7/21,1241,15/7/19,1883,-34.09%,13/7/20,769
Netherlands,28,13/7/21,1099,16/7/19,1840,-40.27%,14/7/20,711
Netherlands,28,14/7/21,1177,17/7/19,1861,-36.75%,15/7/20,800
Netherlands,28,15/7/21,1239,18/7/19,1878,-34.03%,16/7/20,840
Netherlands,28,16/7/21,1286,19/7/19,1886,-31.81%,17/7/20,835
Netherlands,28,17/7/21,1239,20/7/19,1613,-23.19%,18/7/20,762
Netherlands,28,18/7/21,1228,21/7/19,1781,-31.05%,19/7/20,798
Netherlands,29,19/7/21,1342,22/7/19,1847,-27.34%,20/7/20,794
Netherlands,29,20/7/21,1235,23/7/19,1798,-31.31%,21/7/20,761
Netherlands,29,21/7/21,1232,24/7/19,1487,-17.15%,22/7/20,792
Netherlands,29,22/7/21,1305,25/7/19,1797,-27.38%,23/7/20,813
Netherlands,29,23/7/21,1359,26/7/19,1819,-25.29%,24/7/20,865
Netherlands,29,24/7/21,1290,27/7/19,1613,-20.02%,25/7/20,796
Netherlands,29,25/7/21,1275,28/7/19,1729,-26.26%,26/7/20,779
Netherlands,30,26/7/21,1229,29/7/19,1856,-33.78%,27/7/20,795
Netherlands,30,27/7/21,1212,30/7/19,1798,-32.59%,28/7/20,709
Netherlands,30,28/7/21,1233,31/7/19,1834,-32.77%,29/7/20,769
Netherlands,30,29/7/21,1290,1/8/19,1862,-30.72%,30/7/20,831
Netherlands,30,30/7/21,1355,2/8/19,1817,-25.43%,31/7/20,879
Netherlands,30,31/7/21,1271,3/8/19,1611,-21.10%,1/8/20,801
Netherlands,30,1/8/21,1324,4/8/19,1748,-24.26%,2/8/20,810
Netherlands,31,2/8/21,1347,5/8/19,1849,-27.15%,3/8/20,975
Netherlands,31,3/8/21,1256,6/8/19,1807,-30.49%,4/8/20,975
Netherlands,31,4/8/21,1282,7/8/19,1829,-29.91%,5/8/20,1023
Netherlands,31,5/8/21,1340,8/8/19,1850,-27.57%,6/8/20,1012
Netherlands,31,6/8/21,1392,9/8/19,1821,-23.56%,7/8/20,1079
Netherlands,31,7/8/21,1307,10/8/19,1605,-18.57%,8/8/20,958
Netherlands,31,8/8/21,1350,11/8/19,1766,-23.56%,9/8/20,1020
Netherlands,32,9/8/21,1329,12/8/19,1866,-28.78%,10/8/20,1035
Netherlands,32,10/8/21,1246,13/8/19,1784,-30.16%,11/8/20,938
Netherlands,32,11/8/21,1274,14/8/19,1853,-31.25%,12/8/20,1001
Netherlands,32,12/8/21,1370,15/8/19,1840,-25.54%,13/8/20,1011
Netherlands,32,13/8/21,1409,16/8/19,1843,-23.55%,14/8/20,1108
Netherlands,32,14/8/21,1303,17/8/19,1625,-19.82%,15/8/20,998
Netherlands,32,15/8/21,1337,18/8/19,1775,-24.68%,16/8/20,1039
Netherlands,33,16/8/21,1328,19/8/19,1861,-28.64%,17/8/20,1009
Netherlands,33,17/8/21,1244,20/8/19,1814,-31.42%,18/8/20,951
Netherlands,33,18/8/21,1315,21/8/19,1853,-29.03%,19/8/20,1014
Netherlands,33,19/8/21,1357,22/8/19,1884,-27.97%,20/8/20,1016
Netherlands,33,20/8/21,1406,23/8/19,1901,-26.04%,21/8/20,1087
Netherlands,33,21/8/21,1292,24/8/19,1630,-20.74%,22/8/20,965
Netherlands,33,22/8/21,1354,25/8/19,1795,-24.57%,23/8/20,1055
Netherlands,34,23/8/21,1340,26/8/19,1871,-28.38%,24/8/20,1017
Netherlands,34,24/8/21,1248,27/8/19,1815,-31.24%,25/8/20,939
Netherlands,34,25/8/21,1300,28/8/19,1853,-29.84%,26/8/20,1026
Netherlands,34,26/8/21,1387,29/8/19,1886,-26.46%,27/8/20,1026
Netherlands,34,27/8/21,1425,30/8/19,1890,-24.60%,28/8/20,1076
Netherlands,34,28/8/21,1328,31/8/19,1632,-18.63%,29/8/20,967
Netherlands,34,29/8/21,1368,1/9/19,1777,-23.02%,30/8/20,1051
Netherlands,35,30/8/21,1375,2/9/19,1851,-25.72%,31/8/20,1099
Netherlands,35,31/8/21,1261,3/9/19,1865,-32.39%,1/9/20,1029
Netherlands,35,1/9/21,1304,4/9/19,1854,-29.67%,2/9/20,1038
Netherlands,35,2/9/21,1395,5/9/19,1917,-27.23%,3/9/20,1066
Netherlands,35,3/9/21,1436,6/9/19,1902,-24.50%,4/9/20,1081
Netherlands,35,4/9/21,1297,7/9/19,1645,-21.16%,5/9/20,1016
Netherlands,35,5/9/21,1395,8/9/19,1792,-22.15%,6/9/20,1072
Netherlands,36,6/9/21,1391,9/9/19,1880,-26.01%,7/9/20,1028
Netherlands,36,7/9/21,1246,10/9/19,1824,-31.69%,8/9/20,914
Netherlands,36,8/9/21,1296,11/9/19,1885,-31.25%,9/9/20,988
Netherlands,36,9/9/21,1374,12/9/19,1931,-28.85%,10/9/20,1028
Netherlands,36,10/9/21,1433,13/9/19,1914,-25.13%,11/9/20,1103
Netherlands,36,11/9/21,1283,14/9/19,1661,-22.76%,12/9/20,948
Netherlands,36,12/9/21,1366,15/9/19,1808,-24.45%,13/9/20,1004
Netherlands,37,13/9/21,1354,16/9/19,1902,-28.81%,14/9/20,1030
Netherlands,37,14/9/21,1175,17/9/19,1853,-36.59%,15/9/20,920
Netherlands,37,15/9/21,1240,18/9/19,1873,-33.80%,16/9/20,956
Netherlands,37,16/9/21,1350,19/9/19,1935,-30.23%,17/9/20,958
Netherlands,37,17/9/21,1419,20/9/19,1937,-26.74%,18/9/20,1023
Netherlands,37,18/9/21,1267,21/9/19,1662,-23.77%,19/9/20,861
Netherlands,37,19/9/21,1394,22/9/19,1786,-21.95%,20/9/20,934
Netherlands,38,20/9/21,1372,23/9/19,1889,-27.37%,21/9/20,951
Netherlands,38,21/9/21,1251,24/9/19,1858,-32.67%,22/9/20,854
Netherlands,38,22/9/21,1233,25/9/19,1887,-34.66%,23/9/20,914
Netherlands,38,23/9/21,1385,26/9/19,1911,-27.52%,24/9/20,958
Netherlands,38,24/9/21,1370,27/9/19,1878,-27.05%,25/9/20,1025
Netherlands,38,25/9/21,1269,28/9/19,1655,-23.32%,26/9/20,862
Netherlands,38,26/9/21,1335,29/9/19,1781,-25.04%,27/9/20,935
Netherlands,39,27/9/21,1365,30/9/19,1901,-28.20%,28/9/20,922
Netherlands,39,28/9/21,1255,1/10/19,1821,-31.08%,29/9/20,796
Netherlands,39,29/9/21,1252,2/10/19,1875,-33.23%,30/9/20,896
Netherlands,39,30/9/21,1401,3/10/19,1929,-27.37%,1/10/20,868
Netherlands,39,1/10/21,1432,4/10/19,1900,-24.63%,2/10/20,972
Netherlands,39,2/10/21,1261,5/10/19,1618,-22.06%,3/10/20,821
Netherlands,39,3/10/21,1359,6/10/19,1781,-23.69%,4/10/20,891
Netherlands,40,4/10/21,1365,7/10/19,1865,-26.81%,5/10/20,859
Netherlands,40,5/10/21,1223,8/10/19,1742,-29.79%,6/10/20,746
Netherlands,40,6/10/21,1246,9/10/19,1787,-30.27%,7/10/20,792
Netherlands,40,7/10/21,1347,10/10/19,1883,-28.47%,8/10/20,835
Netherlands,40,8/10/21,1379,11/10/19,1902,-27.50%,9/10/20,959
Netherlands,40,9/10/21,1277,12/10/19,1655,-22.84%,10/10/20,832
Netherlands,40,10/10/21,1354,13/10/19,1788,-24.27%,11/10/20,877
Netherlands,41,11/10/21,1401,14/10/19,1872,-25.16%,12/10/20,825
Netherlands,41,12/10/21,1210,15/10/19,1806,-33.00%,13/10/20,754
Netherlands,41,13/10/21,1269,16/10/19,1804,-29.66%,14/10/20,812
Netherlands,41,14/10/21,1379,17/10/19,1888,-26.96%,15/10/20,841
Netherlands,41,15/10/21,1481,18/10/19,1899,-22.01%,16/10/20,924
Netherlands,41,16/10/21,1356,19/10/19,1653,-17.97%,17/10/20,823
Netherlands,41,17/10/21,1369,20/10/19,1790,-23.52%,18/10/20,838
Netherlands,42,18/10/21,1413,21/10/19,1866,-24.28%,19/10/20,807
Netherlands,42,19/10/21,1188,22/10/19,1798,-33.93%,20/10/20,709
Netherlands,42,20/10/21,1256,23/10/19,1830,-31.37%,21/10/20,776
Netherlands,42,21/10/21,1236,24/10/19,1873,-34.01%,22/10/20,786
Netherlands,42,22/10/21,1362,25/10/19,1843,-26.10%,23/10/20,869
Netherlands,42,23/10/21,1328,26/10/19,1633,-18.68%,24/10/20,772
Netherlands,42,24/10/21,1429,27/10/19,1656,-13.71%,25/10/20,774
Netherlands,43,25/10/21,1403,28/10/19,1720,-18.43%,26/10/20,784
Netherlands,43,26/10/21,1225,29/10/19,1595,-23.20%,27/10/20,670
Netherlands,43,27/10/21,1253,30/10/19,1598,-21.59%,28/10/20,705
Netherlands,43,28/10/21,1296,31/10/19,1686,-23.13%,29/10/20,740
Netherlands,43,29/10/21,1407,1/11/19,1630,-13.68%,30/10/20,851
Netherlands,43,30/10/21,1243,2/11/19,1290,-3.64%,31/10/20,692
Netherlands,43,31/10/21,1291,3/11/19,1525,-15.34%,1/11/20,729
Netherlands,44,1/11/21,1308,4/11/19,1645,-20.49%,2/11/20,726
Netherlands,44,2/11/21,1115,5/11/19,1529,-27.08%,3/11/20,649
Netherlands,44,3/11/21,1213,6/11/19,1585,-23.47%,4/11/20,690
Netherlands,44,4/11/21,1243,7/11/19,1620,-23.27%,5/11/20,748
Netherlands,44,5/11/21,1365,8/11/19,1612,-15.32%,6/11/20,799
Netherlands,44,6/11/21,1104,9/11/19,1290,-14.42%,7/11/20,629
Netherlands,44,7/11/21,1230,10/11/19,1498,-17.89%,8/11/20,696
